locations_mentioned	filename
Nicaro	104-10171-10013
Nicosia	104-10007-10345
Nicosia	104-10012-10076
Nigeria	176-10036-10116
Ninca El Penon	104-10171-10106
Nod Hill, Wilton, Connecticut	104-10106-10716
Nogales	104-10095-10161
Norfolk	104-10009-10021
Norfolk	104-10209-10164
Norfolk	104-10310-10020
Norfolk	104-10418-10439
Norfolk, VA	104-10221-10032
North Africa	104-10178-10071
North Africa	198-10004-10207
North Africa	198-10009-10098
North America	104-10069-10260
North America	198-10007-10029
North Borneo	177-10002-10098
North Coast	104-10075-10232
North Coast	104-10232-10018
North Korea	104-10302-10030
North Korea	180-10143-10227
North Miami, Florida	104-10221-10222
North Vietnam	104-10290-10190
North Vietnam	104-10306-10010
North Vietnam	176-10036-10058
North Vietnam	176-10036-10088
North Vietnam	176-10036-10102
North Vietnam	176-10037-10453
North Vietnam	176-10037-10460
North Vietnam	177-10002-10097
North Vietnam	178-10003-10001
Northeast Burma	176-10036-10179
Northeastern Matanzas Province	104-10234-10102
Northern Matanzas Province	104-10216-10148
Norway	104-10172-10279
Norway	104-10183-10039
Norway	104-10213-10209
Norway	104-10406-10136
Norway	104-10433-10050
Norway	198-10005-10017
Nueva Gerona	104-10110-10433
Nuevitas	104-10512-10110
Nuevo Laredo	104-10180-10044
Nuevo Leon	104-10062-10227
OKIE	104-10219-10143
ORAI	104-10290-10155
ORELIA	104-10100-10199
OSLO	104-10072-10034
OSLO	104-10527-10212
OTTA	104-10290-10155
OTTA	104-10510-10090
OTTAWA	104-10234-10124
OTTAWA	104-10290-10199
OUTEIR	104-10100-10357
Oakland	104-10123-10421
Odessa	104-10176-10015
Odessa	104-10210-10020
Odessa	180-10143-10100
Ohio	104-10130-10215
Okinawa	104-10007-10345
Okinawa	104-10009-10021
Okinawa	104-10123-10219
Okinawa	104-10176-10020
Okinawa	104-10219-10143
Okinawa	104-10418-10439
Oklahoma City	104-10172-10112
Onkel Toms Strasse	124-90092-10002
Opa Locka	104-10069-10185
Opa Locka	104-10308-10044
Opa-Locka, Florida	202-10001-10203
Ope Locka	104-10172-10105
Oranienburg	197-10002-10190
Orel	104-10162-10247
Orienta Province	104-10171-10044
Oriente	104-10103-10079
Oriente	104-10170-10125
Oriente	104-10179-10025
Oriente	104-10193-10016
Oriente	104-10216-10398
Oriente	104-10307-10024
Oriente Province	104-10102-10237
Oriente Province	104-10103-10112
Oriente Province	104-10171-10039
Oriente Province	104-10171-10047
Oriente Province	104-10172-10147
Oriente Province	104-10302-10020
Oriente Province	124-10326-10149
Orlando	104-10164-10050
Orleans	104-10104-10262
Osaka	104-10219-10143
Oslo	104-10007-10345
Oslo	104-10009-10021
Oslo	104-10071-10139
Oslo	104-10178-10130
Oslo	104-10178-10136
Oslo	104-10186-10008
Oslo	104-10209-10164
Oslo	104-10322-10056
Oslo	104-10332-10020
Oslo	104-10418-10439
Oslo	104-10433-10050
Ottawa	104-10007-10345
Ottawa	104-10009-10021
Ottawa	104-10100-10251
Ottawa	104-10172-10112
Ottawa	104-10186-10008
Ottawa	104-10209-10164
Ottawa	104-10219-10154
Ottawa	104-10332-10020
Ottawa	104-10418-10439
Ottawa	119-10021-10413
Ottawa	198-10007-10021
Ottawa	198-10008-10119
Ottawa, Canada	124-10300-10024
PACY	104-10510-10090
PANAMA	104-10167-10366
PANAMA CITY	104-10072-10034
PANAMA CITY	104-10167-10366
PANAMA CITY	104-10178-10124
PANAMA CITY	104-10187-10208
PARI	104-10290-10155
PARI	104-10510-10090
PARI	104-10527-10212
PARIS	104-10072-10034
PARIS	104-10101-10134
PARIS	104-10101-10135
PARIS	104-10178-10124
PARIS	104-10183-10037
PARIS	104-10183-10139
PARIS	104-10183-10240
PARIS	104-10220-10224
PARIS	104-10226-10087
PARIS	104-10234-10069
PARIS	104-10517-10120
PARIS	104-10517-10121
PARIS	104-10519-10182
PARIS, FRANCE	104-10100-10065
PBPRIME	104-10103-10112
PBPRIME	104-10179-10209
PBRUMEN	104-10069-10185
PBRUMEN	104-10072-10227
PBRUMEN	104-10170-10051
PBRUMEN	104-10171-10003
PBRUMEN	104-10172-10133
PBRUMEN	104-10172-10177
PBRUMEN	104-10215-10188
PBRUMEN	104-10216-10148
PBRUMEN	104-10234-10115
PBRUMEN	104-10295-10001
PENH	104-10290-10155
PENH	104-10510-10090
PERUMEN	104-10100-10086
PERUMEN	104-10100-10185
PINAR DEL RIC	104-10098-10404
POLAND	104-10519-10184
PORT AU PRINCE	104-10072-10034
PORT OF SPAIN	104-10072-10034
PORTO ALEGRE	104-10072-10034
PRAGUE	104-10183-10262
PRC	104-10014-10064
PRET	104-10510-10090
PRIN	104-10290-10155
PROB	104-10290-10155
PUERTO RICO	104-10179-10209
Pabat	104-10216-10398
Pacific	177-10002-10097
Pacific Ocean	177-10002-10103
Pacific area	198-10007-10029
Pakistan	104-10306-10018
Pakistan	157-10002-10056
Pakistan	176-10030-10422
Pakistan	176-10033-10145
Palecon and Principe Streets	104-10180-10215
Palisades Airport	124-10221-10229
Palka Soriano	104-10076-10442
Palma Soriano	104-10171-10013
Palma Soriano	104-10171-10039
Palmar	104-10177-10225
Pame	104-10012-10076
Panama	104-10097-10069
Panama	104-10102-10233
Panama	104-10103-10103
Panama	104-10111-10094
Panama	104-10131-10099
Panama	104-10170-10051
Panama	104-10170-10145
Panama	104-10175-10085
Panama	104-10176-10015
Panama	104-10177-10206
Panama	104-10177-10225
Panama	104-10183-10276
Panama	104-10187-10030
Panama	104-10192-10110
Panama	104-10218-10035
Panama	104-10227-10046
Panama	104-10227-10153
Panama	104-10230-10153
Panama	104-10230-10153
Panama	104-10230-10153
Panama	104-10235-10018
Panama	104-10250-10200
Panama	104-10263-10111
Panama	104-10303-10003
Panama	104-10310-10020
Panama	104-10338-10018
Panama	104-10338-10018
Panama	124-10300-10024
Panama	124-90139-10002
Panama	157-10004-10095
Panama	177-10001-10305
Panama	177-10002-10070
Panama	198-10004-10207
Panama	198-10005-10018
Panama	198-10007-10022
Panama	202-10001-10203
Panama Canal	104-10172-10001
Panama Canal Zone	119-10021-10413
Panama Canal Zone	198-10007-10021
Panama Canal Zone	198-10008-10119
Panama Canal Zone	198-10009-10098
Panama City	104-10007-10345
Panama City	104-10009-10021
Panama City	104-10068-10172
Panama City	104-10071-10139
Panama City	104-10164-10050
Panama City	104-10173-10104
Panama City	104-10178-10130
Panama City	104-10178-10136
Panama City	104-10186-10008
Panama City	104-10188-10015
Panama City	104-10209-10164
Panama City	104-10228-10419
Panama City	104-10322-10056
Panama City	104-10332-10020
Panama City	104-10418-10439
Panama City, Panama	104-10172-10001
Panama Ren de Panama	104-10175-10179
Paraguay	104-10192-10110
Paraguay	104-10338-10018
Paraguay	177-10001-10305
Paraguay	198-10004-10207
Paramaribo	104-10007-10345
Paramaribo	104-10186-10008
Paris	104-10005-10321
Paris	104-10007-10345
Paris	104-10009-10021
Paris	104-10048-10252
Paris	104-10061-10053
Paris	104-10071-10139
Paris	104-10072-10228
Paris	104-10074-10007
Paris	104-10088-10074
Paris	104-10100-10251
Paris	104-10103-10038
Paris	104-10104-10094
Paris	104-10105-10271
Paris	104-10106-10716
Paris	104-10107-10135
Paris	104-10169-10282
Paris	104-10171-10138
Paris	104-10173-10104
Paris	104-10173-10130
Paris	104-10173-10132
Paris	104-10178-10071
Paris	104-10178-10130
Paris	104-10178-10136
Paris	104-10179-10134
Paris	104-10179-10136
Paris	104-10179-10182
Paris	104-10183-10043
Paris	104-10183-10233
Paris	104-10183-10239
Paris	104-10183-10355
Paris	104-10183-10437
Paris	104-10183-10439
Paris	104-10185-10030
Paris	104-10186-10008
Paris	104-10209-10018
Paris	104-10209-10164
Paris	104-10213-10202
Paris	104-10215-10035
Paris	104-10215-10188
Paris	104-10215-10200
Paris	104-10216-10199
Paris	104-10216-10202
Paris	104-10216-10338
Paris	104-10216-10398
Paris	104-10217-10196
Paris	104-10219-10143
Paris	104-10234-10088
Paris	104-10234-10115
Paris	104-10234-10155
Paris	104-10247-10097
Paris	104-10275-10176
Paris	104-10306-10011
Paris	104-10308-10269
Paris	104-10322-10056
Paris	104-10414-10002
Paris	104-10418-10439
Paris	104-10423-10337
Paris	104-10433-10209
Paris	104-10528-10149
Paris	104-10529-10323
Paris	124-10114-10010
Paris	124-10115-10027
Paris	124-10180-10295
Paris	124-10212-10337
Paris	124-10280-10030
Paris	124-10284-10155
Paris	124-10291-10319
Paris	124-10311-10292
Paris	124-90060-10015
Paris	157-10002-10056
Paris	157-10011-10083
Paris	176-10030-10422
Paris	176-10033-10145
Paris	176-10036-10058
Paris	178-10002-10091
Paris	178-10002-10215
Paris	178-10002-10279
Paris	180-10143-10227
Paris	198-10004-10207
Paris	198-10009-10098
Paris, France	104-10217-10000
Paris, France	104-10295-10001
Paris, France	124-90137-10357
Paris, Texas	104-10177-10220
Patana	104-10092-10202
Patterson, New Jersey	104-10172-10137
Patuca River	198-10008-10119
Patuca River	198-10009-10098
Peiping	104-10306-10020
Peiping	177-10002-10096
Peiping	177-10002-10097
Peiping	177-10002-10101
Peking	104-10100-10199
Peking	104-10529-10329
Pennsylvania	104-10162-10247
Pennsylvania	104-10174-10043
Pennsylvania	104-10174-10058
Pennsylvania	104-10275-10176
Perrine 57, Fla.	104-10129-10002
Peru	104-10012-10076
Peru	104-10070-10272
Peru	104-10072-10289
Peru	104-10170-10051
Peru	104-10170-10064
Peru	104-10192-10110
Peru	104-10215-10128
Peru	104-10221-10310
Peru	104-10227-10153
Peru	104-10230-10153
Peru	104-10338-10018
Peru	176-10036-10058
Peru	176-10036-10065
Peru	177-10001-10305
Peru	177-10002-10012
Peru	177-10002-10016
Peru	178-10003-10001
Peru	198-10004-10207
Peru	198-10007-10013
Peru	198-10007-10021
Peru	198-10007-10022
Peru	198-10008-10119
Peru	198-10009-10099
Peru	202-10001-10203
Philadelphia	104-10114-10160
Philadelphia	104-10114-10162
Philadelphia	104-10119-10040
Philadelphia	104-10130-10472
Philadelphia	104-10174-10043
Philadelphia	104-10174-10058
Philadelphia	104-10182-10137
Philadelphia	104-10209-10018
Philadelphia	104-10248-10203
Philadelphia	104-10275-10176
Philadelphia, Pennsylvania	104-10179-10182
Philippines	104-10301-10010
Philippines	104-10310-10020
Philippines	176-10030-10422
Philippines	177-10002-10097
Philippines	177-10002-10101
Phillipines	104-10172-10001
Phnom Penh	104-10007-10345
Phnom Penh	104-10123-10223
Phnom Penh	104-10306-10010
Phnom Penh	176-10036-10073
Phnom Penh	176-10036-10179
Phnom Penh	176-10037-10491
Phnom Penh	177-10002-10102
Phoenix, Arizona	104-10121-10263
Phuoc Tuy Province	176-10036-10094
Piedras Blancas	104-10177-10225
Pinar del Rio	104-10070-10079
Pinar del Rio	104-10073-10074
Pinar del Rio	104-10103-10079
Pinar del Rio	104-10171-10047
Pinar del Rio	104-10179-10025
Pinar del Rio	104-10180-10178
Pinar del Rio	104-10307-10024
Pinar del Rio	104-10308-10023
Pinar del Rio	104-10308-10269
Pinar del Rio	104-10506-10028
Pinar del Rio	124-90041-10023
Pinar del Rio	202-10001-10203
Pinar del Rio Province	104-10073-10101
Pinar del Rio Province	104-10308-10127
Pinar del Rio Province	198-10005-10018
Pinar del Río	104-10170-10015
Pittsburgh	104-10120-10373
Pittsburgh	104-10177-10206
Pittsburgh, Pennsylvania	104-10166-10158
Plantation Key	104-10102-10237
Plantation Key	104-10103-10112
Playa Ciron	104-10171-10034
Playa Giron	104-10171-10047
Playa Giron	104-10185-10117
Playa de Guanabo	104-10308-10062
Pleiku Province	176-10036-10086
Plesetsk	177-10002-10097
Poland	104-10069-10132
Poland	104-10103-10103
Poland	104-10162-10247
Poland	104-10217-10000
Poland	124-90137-10357
Ponce, Puerto Rico	104-10130-10472
Port Antonio	104-10165-10004
Port Au Prince	104-10071-10139
Port Au Prince	104-10178-10130
Port Au Prince	104-10178-10136
Port Au Prince	104-10322-10056
Port Everglades	104-10186-10235
Port au Prince	104-10009-10021
Port au Prince	104-10186-10008
Port au Prince	104-10217-10000
Port au Prince	104-10418-10439
Port au Prince, Haiti	104-10166-10262
Port au Spain	104-10186-10008
Port of Spain	104-10007-10345
Port of Spain	104-10071-10139
Port of Spain	104-10178-10130
Port of Spain	104-10178-10136
Port of Spain	104-10322-10056
Port of Spain	119-10021-10413
Port of Spain	198-10007-10013
Port of Spain	198-10007-10021
Port of Spain	198-10008-10119
Port-au-Prince	104-10007-10345
Port-au-Prince	104-10061-10053
Port-au-Prince	104-10209-10164
Portland, Maine	124-10291-10319
Portland, Oregon	104-10117-10075
Porto Alegre	104-10009-10021
Porto Alegre	104-10071-10139
Porto Alegre	104-10178-10130
Porto Alegre	104-10178-10136
Porto Alegre	104-10186-10008
Porto Alegre	104-10209-10164
Porto Alegre	104-10234-10155
Porto Alegre	104-10322-10056
Porto Alegre	104-10418-10439
Porto Alegre	198-10009-10098
Portobello	104-10187-10208
Portugal	104-10066-10010
Portugal	104-10147-10304
Portugal	124-90135-10074
Pottstown, Pennsylvania	104-10121-10174
Prague	104-10048-10252
Prague	104-10052-10130
Prague	104-10074-10007
Prague	104-10169-10282
Prague	104-10179-10182
Prague	104-10187-10030
Prague	104-10234-10007
Prague	104-10247-10064
Prague	104-10275-10176
Prague	104-10302-10020
Prague	104-10308-10044
Prague	104-10332-10020
Prague	104-10506-10028
Prague	124-10212-10337
Prague	176-10036-10058
Prague	177-10002-10098
Prague	177-10002-10102
Pretoria	104-10007-10345
Pretoria	104-10009-10021
Pretoria	104-10186-10008
Pretoria	104-10209-10164
Pretoria	104-10418-10439
Providence, Rhode Island	104-10121-10191
Puentes Grandes	104-10093-10266
Puerto Boniato	104-10171-10013
Puerto CABEZAS	104-10308-10086
Puerto Cabezas	176-10011-10152
Puerto Limon	104-10177-10225
Puerto Maldonado	119-10021-10413
Puerto Maldonado	198-10007-10021
Puerto Padre	104-10075-10373
Puerto Plata	104-10302-10020
Puerto Rico	104-10048-10124
Puerto Rico	104-10070-10272
Puerto Rico	104-10073-10074
Puerto Rico	104-10106-10325
Puerto Rico	104-10160-10207
Puerto Rico	104-10165-10004
Puerto Rico	104-10165-10084
Puerto Rico	104-10179-10104
Puerto Rico	104-10179-10134
Puerto Rico	104-10179-10195
Puerto Rico	104-10232-10018
Puerto Rico	104-10237-10120
Puerto Rico	104-10260-10400
Puerto Rico	104-10263-10111
Puerto Rico	104-10306-10010
Puerto la Cruz	177-10002-10097
Punia	104-10182-10073
Puno, Peru	104-10048-10124
Punta La Jijira	104-10103-10112
Punta Luna	104-10170-10059
Puntarenas	198-10008-10119
QUAT	104-10290-10055
QUAT	104-10527-10212
QUIT	104-10510-10090
QUIT	104-10527-10212
QUITO	104-10072-10034
Quang Nam Province	176-10036-10098
Queens, New York	104-10121-10191
Quemado de Cuines	104-10171-10020
Qui Nhon	176-10036-10088
Quito	104-10007-10345
Quito	104-10009-10021
Quito	104-10071-10139
Quito	104-10170-10064
Quito	104-10173-10104
Quito	104-10178-10130
Quito	104-10178-10136
Quito	104-10186-10008
Quito	104-10209-10164
Quito	104-10322-10056
Quito	104-10418-10439
Quito	176-10036-10065
Quito	177-10002-10016
R100	104-10510-10090
RABA	104-10510-10090
RAWALPINDI	104-10072-10034
RECIFE	104-10072-10034
RIO DE JANEIRO	104-10078-10014
RIO DE JANEIRO	104-10178-10124
RIO DE JANEIRO	104-10529-10184
RIO DE JANERIO	104-10072-10034
RIOD	104-10527-10212
RNGO	104-10510-10090
ROME	104-10072-10034
ROME	104-10100-10086
ROME	104-10178-10124
ROME	104-10183-10037
ROME	104-10183-10044
ROME	104-10183-10240
ROME	104-10216-10397
ROME	104-10234-10069
ROME	104-10510-10090
ROME	104-10517-10120
ROME	104-10517-10121
ROME	104-10528-10052
Rabat	104-10007-10345
Rabat	104-10009-10021
Rabat	104-10012-10076
Rabat	104-10100-10251
Rabat	104-10183-10437
Rabat	104-10186-10008
Rabat	104-10247-10097
Rabat	104-10418-10439
Rancho Veloz	104-10171-10020
Rancho Veloz	104-10171-10034
Rangoon	104-10007-10345
Rangoon	104-10009-10021
Rangoon	104-10418-10439
Rangoon	176-10036-10116
Rangoon	177-10002-10098
Rawalpindi	104-10009-10021
Rawalpindi	104-10012-10076
Rawalpindi	104-10071-10139
Rawalpindi	104-10178-10130
Rawalpindi	104-10178-10136
Rawalpindi	104-10209-10164
Rawalpindi	104-10322-10056
Rawalpindi	104-10418-10439
Recife	104-10009-10021
Recife	104-10012-10076
Recife	104-10071-10139
Recife	104-10178-10130
Recife	104-10178-10136
Recife	104-10186-10008
Recife	104-10209-10164
Recife	104-10302-10020
Recife	104-10322-10056
Recife	104-10418-10439
Red Bank	104-10162-10247
Red China	180-10143-10227
Regla	104-10178-10334
Remedios	104-10308-10023
Remedios Area	104-10308-10127
Reykjavik	104-10005-10321
Reykjavik	104-10007-10345
Reynosa	104-10052-10130
Rhodesia	104-10302-10030
Richmond	104-10241-10250
Richmond	104-10433-10212
Ridgefield, Connecticut	104-10106-10716
Ridgewood, N.J	104-10121-10191
Rio	104-10178-10334
Rio	119-10021-10413
Rio	176-10036-10065
Rio	177-10002-10102
Rio	198-10004-10207
Rio	198-10007-10013
Rio	198-10007-10021
Rio	198-10008-10119
Rio	198-10009-10098
Rio De Janeiro	104-10178-10136
Rio Grande	177-10002-10070
Rio Grande Valley	177-10002-10069
Rio Grande do Sul	176-10037-10440
Rio Palma	104-10076-10375
Rio de Janeiro	104-10007-10345
Rio de Janeiro	104-10012-10076
Rio de Janeiro	104-10071-10139
Rio de Janeiro	104-10100-10223
Rio de Janeiro	104-10100-10396
Rio de Janeiro	104-10102-10233
Rio de Janeiro	104-10103-10103
Rio de Janeiro	104-10171-10138
Rio de Janeiro	104-10172-10107
Rio de Janeiro	104-10178-10130
Rio de Janeiro	104-10183-10232
Rio de Janeiro	104-10186-10004
Rio de Janeiro	104-10186-10008
Rio de Janeiro	104-10209-10164
Rio de Janeiro	104-10418-10439
Rio de Janeiro	176-10037-10440
Rio de Janeiro	177-10002-10092
Rio de Janeiro	202-10002-10124
Rio de Janerio	104-10009-10021
Rio de Janerio	104-10322-10056
Rio de Janiero	157-10002-10165
Roca De Alafre	104-10075-10225
Rockville, MD	104-10161-10321
Rockville, MD	104-10291-10004
Rojas	104-10308-10127
Rome	104-10007-10345
Rome	104-10009-10021
Rome	104-10071-10139
Rome	104-10074-10007
Rome	104-10100-10087
Rome	104-10101-10227
Rome	104-10170-10145
Rome	104-10178-10130
Rome	104-10178-10136
Rome	104-10181-10099
Rome	104-10183-10011
Rome	104-10183-10022
Rome	104-10183-10043
Rome	104-10183-10233
Rome	104-10183-10239
Rome	104-10185-10009
Rome	104-10185-10030
Rome	104-10185-10117
Rome	104-10186-10008
Rome	104-10209-10164
Rome	104-10215-10188
Rome	104-10216-10398
Rome	104-10220-10069
Rome	104-10234-10007
Rome	104-10234-10115
Rome	104-10247-10064
Rome	104-10247-10097
Rome	104-10291-10009
Rome	104-10322-10056
Rome	104-10332-10020
Rome	104-10418-10439
Rome	104-10528-10053
Rome	124-90092-10016
Rome	157-10002-10105
Rome	157-10011-10048
Rome	157-10011-10083
Rome	178-10002-10215
Rome	178-10002-10279
Rome, Italy	104-10234-10096
Rosario	104-10170-10064
Roslyn, VA	104-10161-10321
Rosselle	104-10092-10340
Rotterdam	104-10308-10053
Rumania	177-10002-10101
Russia	104-10106-10716
Russia	104-10130-10215
Russia	104-10176-10015
Russia	104-10176-10020
Russia	104-10209-10259
Russia	104-10263-10139
Russia	104-10326-10010
Russia	124-10325-10318
Russia	124-10326-10103
Russia	124-90155-10008
Russia	157-10011-10048
Russia	180-10110-10100
Russian Embassy	104-10130-10215
Russian Embassy	104-10326-10087
Ryukyu Island	104-10219-10143
S.W. STATION	104-10185-10253
SAGO	104-10290-10155
SAGO	104-10510-10090
SAGO	104-10527-10212
SAIG	104-10510-10090
SAIGON	176-10036-10079
SAIGON	176-10036-10143
SAIGON	176-10038-10032
SALT	104-10290-10155
SALV	104-10510-10090
SALV	104-10529-10277
SAN FERNANDO DE LOS CAMARONES	104-10172-10137
SAN FRANCISCO	104-10290-10062
SAN JOSE	104-10072-10034
SAN JOSE	104-10167-10366
SAN SALVADOR	104-10072-10034
SAN SALVADOR	104-10186-10410
SAN SALVADOR	104-10187-10142
SAN SALVADOR	104-10187-10149
SANJ	104-10510-10090
SANTIACÓ DE CURA	104-10098-10404
SANTIAGO	104-10072-10034
SANTIAGO	104-10178-10124
SANTIAGO CUBA	104-10234-10069
SANTIAGO DE CUBA	104-10172-10059
SANTIAGO DE CUBA	104-10221-10032
SANTIAGO DE LOS CABALLEROS	104-10072-10034
SANTO DOMINGO	104-10072-10034
SANTO DOMINGO	104-10076-10374
SANTO DOMINGO	104-10178-10124
SANTO DOMINGO	104-10183-10331
SAO PAULO	104-10072-10034
SAO PAULO	104-10078-10014
SAO PAULO	104-10178-10124
SAOP	104-10527-10212
SAT	104-10290-10155
SBUR	104-10290-10155
SDOM	104-10165-10169
SEOU	104-10510-10090
SHTO	104-10527-10212
SING	104-10510-10090
SLBY	104-10510-10090
SOLE	104-10527-10212
SOROA	104-10098-10404
SOUTH CAROLINA	104-10100-10200
SOUTH CAROLINA	104-10529-10330
SOUTH VIETNAM	176-10036-10079
SOUTH VIETNAM	176-10036-10143
SOVIET LEGATION	177-10001-10063
STOC	104-10510-10090
STOC	104-10527-10212
STOCKHOLM	104-10072-10034
STOCKHOLM	104-10172-10255
STOCKHOLM	104-10178-10124
STUT	104-10290-10155
SUISSE	104-10100-10086
SUISSE	104-10183-10044
SUISSE	104-10528-10052
SVN	104-10306-10011
SYDNEY	104-10016-10021
SYDNEY	104-10068-10142
Sabah	177-10002-10096
Sabinas Hidalgo	104-10062-10227
Sacramento	104-10012-10035
Sacramento	104-10431-10102
Sagua la Grande	104-10171-10020
Sagua la Grande	104-10171-10044
Sagua la Grande	104-10308-10127
Saigon	104-10007-10345
Saigon	104-10009-10021
Saigon	104-10069-10132
Saigon	104-10113-10030
Saigon	104-10119-10247
Saigon	104-10123-10223
Saigon	104-10186-10008
Saigon	104-10306-10018
Saigon	104-10306-10020
Saigon	104-10310-10020
Saigon	104-10418-10439
Saigon	176-10036-10073
Saigon	176-10036-10085
Saigon	176-10036-10086
Saigon	176-10036-10087
Saigon	176-10036-10088
Saigon	176-10036-10094
Saigon	176-10036-10095
Saigon	176-10036-10097
Saigon	176-10036-10098
Saigon	176-10036-10102
Saigon	176-10036-10103
Saigon	176-10036-10104
Saigon	176-10036-10113
Saigon	176-10036-10116
Saigon	176-10036-10117
Saigon	176-10036-10131
Saigon	176-10036-10134
Saigon	176-10036-10135
Saigon	176-10036-10137
Saigon	176-10036-10138
Saigon	176-10036-10139
Saigon	176-10036-10142
Saigon	176-10036-10149
Saigon	176-10036-10173
Saigon	176-10036-10179
Saigon	176-10037-10452
Saigon	176-10037-10453
Saigon	176-10037-10454
Saigon	176-10037-10460
Saigon	176-10037-10493
Saigon	176-10037-10494
Saigon	177-10002-10096
Saigon	177-10002-10097
Saigon	177-10002-10102
Saigon	177-10002-10103
Saigon	178-10003-10001
Saigon, South Vietnam	124-90060-10015
Sakhalin	104-10210-10020
Salisbury	104-10007-10345
Salisbury	104-10009-10021
Salisbury	104-10182-10073
Salisbury	104-10182-10073
Salisbury	104-10209-10164
Salisbury	104-10418-10439
Salt Lake City	124-90139-10071
Salt Lake City, Utah	124-90139-10070
Salvador	104-10070-10272
Salvador	104-10187-10208
Salzburg	104-10009-10021
Salzburg	104-10209-10164
Salzburg	104-10418-10439
Salzburg, Austria	104-10209-10018
San Antonio de Los Banos base	104-10070-10079
San Antonio de los Banos Air Base	104-10183-10325
San Antonio, Texas	104-10219-10282
San Cristobal	198-10005-10018
San Diego	104-10069-10077
San Diego	104-10177-10206
San Felipe	104-10183-10346
San Francisco	104-10101-10129
San Francisco	104-10119-10247
San Francisco	104-10123-10421
San Francisco	104-10165-10077
San Francisco	104-10176-10015
San Francisco	104-10179-10182
San Francisco	104-10275-10176
San Francisco	104-10413-10306
San Francisco	124-90137-10284
San Jose	104-10007-10345
San Jose	104-10009-10021
San Jose	104-10012-10076
San Jose	104-10071-10139
San Jose	104-10130-10472
San Jose	104-10178-10130
San Jose	104-10178-10136
San Jose	104-10179-10195
San Jose	104-10186-10008
San Jose	104-10209-10164
San Jose	104-10322-10056
San Jose	104-10332-10020
San Jose	104-10418-10439
San Jose Streets	104-10180-10215
San Jose, Costa Rica	104-10072-10001
San Juan	104-10007-10345
San Juan	104-10130-10472
San Juan	104-10165-10004
San Juan	104-10170-10036
San Juan	104-10170-10037
San Juan	104-10178-10334
San Juan	104-10179-10104
San Juan	104-10179-10182
San Juan	104-10275-10176
San Juan	124-10221-10231
San Juan Del Galappe	104-10075-10225
San Juan de Letran	104-10052-10130
San Juan, Puerto Rico	124-10300-10024
San Julian base	104-10070-10079
San Luis	104-10183-10346
San Marcos, Texas	104-10117-10075
San Miguel del Padron	104-10308-10054
San Salvador	104-10007-10345
San Salvador	104-10009-10021
San Salvador	104-10012-10076
San Salvador	104-10071-10139
San Salvador	104-10073-10061
San Salvador	104-10167-10297
San Salvador	104-10178-10130
San Salvador	104-10178-10136
San Salvador	104-10186-10008
San Salvador	104-10186-10021
San Salvador	104-10187-10071
San Salvador	104-10187-10109
San Salvador	104-10187-10113
San Salvador	104-10187-10117
San Salvador	104-10187-10147
San Salvador	104-10209-10164
San Salvador	104-10322-10056
San Salvador	104-10332-10020
San Salvador	104-10418-10439
San Salvador, El Salvador	124-90124-10055
San Salvador, Salvador	104-10248-10203
San Severino	104-10170-10015
Sancti Spiritus	104-10070-10079
Sancti Spiritus	104-10226-10011
Sancti Spiritus	202-10001-10203
Santa Ana	104-10187-10208
Santa Clara	104-10049-10362
Santa Clara	104-10164-10050
Santa Clara	104-10179-10088
Santa Clara	104-10180-10062
Santa Clara	104-10193-10016
Santa Clara	104-10265-10118
Santa Clara	104-10308-10127
Santa Clara	104-10308-10269
Santa Clara	202-10001-10203
Santa Clara provinces	124-90041-10023
Santa Cruz del Sur	104-10093-10065
Santa Cruz del Sur	104-10171-10106
Santa Cruz del Sur	104-10290-10273
Santa Fe	104-10308-10023
Santa Maria del Rosario	104-10308-10168
Santa Maria, Azores	104-10073-10113
Santa Rosa Farm	104-10075-10225
Santa Rosa, California	104-10059-10099
Santiago	104-10007-10345
Santiago	104-10009-10021
Santiago	104-10012-10076
Santiago	104-10071-10139
Santiago	104-10170-10059
Santiago	104-10170-10064
Santiago	104-10177-10219
Santiago	104-10178-10130
Santiago	104-10178-10136
Santiago	104-10178-10334
Santiago	104-10186-10004
Santiago	104-10186-10008
Santiago	104-10209-10164
Santiago	104-10302-10020
Santiago	104-10308-10208
Santiago	104-10322-10056
Santiago	104-10332-10020
Santiago	104-10418-10439
Santiago	119-10021-10413
Santiago	124-90041-10023
Santiago	198-10007-10013
Santiago	198-10007-10021
Santiago	198-10008-10119
Santiago De Las Vegas	104-10075-10225
Santiago de Chile	104-10180-10044
Santiago de Cuba	104-10048-10252
Santiago de Cuba	104-10070-10079
Santiago de Cuba	104-10162-10107
Santiago de Cuba	104-10162-10108
Santiago de Cuba	104-10163-10019
Santiago de Cuba	104-10164-10050
Santiago de Cuba	104-10167-10127
Santiago de Cuba	104-10170-10091
Santiago de Cuba	104-10171-10013
Santiago de Cuba	104-10171-10047
Santiago de Cuba	104-10172-10147
Santiago de Cuba	104-10221-10222
Santiago de Cuba	104-10512-10110
Santiago de Cuba	198-10005-10018
Santiago de Cuba	202-10001-10203
Santiago de Los Banos	104-10093-10065
Santiago de las Vegas	104-10183-10376
Santiago de las Vegas	104-10290-10273
Santiago de los Caballeros	104-10009-10021
Santiago de los Caballeros	104-10071-10139
