filename	title	document_type	classification	security_level	date	origin_agency	sender	recipient	summary
104-10075-10203	RYPAT TYPIC COMMO PETGOS AMAT HENA	Cable	Cuba	SECRET	1963-05-27	JAMWAVE	DIRECTOR, JAMWAVE	DDP, ADDP, D/OC 2/VR	This cable discusses the recruitment and training of agents in a network, mentioning individuals like Oreste Tamayo, Rolando Reyes, Medara Silva, and Roberto Legon. It expresses concerns about the thoroughness of background checks and the need for comprehensive training before assigning operational tasks. It also requests more information about a contact named Rene in Victoria.
104-10075-10225	DIP CITE WAVE 8225	Cable	Operations	SECRET	1963-11-15	CIA	C/SAS 5	DIRECTOR	This cable discusses various operations and individuals, including Teodoro, Arle, Doctor Jiveres, and others involved in KARAT ONE and TWO. It also mentions data on individuals like David, Jose Te Frana Carmona, and Esteban Suarez Rojas, along with locations and potential dangers related to revealing information. The cable references previous messages and includes WAVE comments on the operations.
104-10075-10232	104-10076-10232 2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992	Cable	Operations	SECRET	1963-11-28	CIA	JAJAVE	DIRECTOR	This cable discusses agent messages, potential reassignment of LUCY (ESTER ARANGO), reporting on military preparations on the north coast, and potential wiretaps.
104-10075-10250	53 IN 6947S: Platypic.ayshatter - AMSTASH-1 Communication	Cable	Operations	SECRET	1963-11-27	WAVE	DIRECTOR	C/SAS 5	Cable details communication with AMSTASH-1 regarding exfiltration instructions, financial requests, and intelligence reports. It mentions Juan Bautista (Gonzalez) Francisco, Mexico, and possible embassy channels.
104-10075-10365	Exfiltration of AMFAUNA-25 from Cuba	Cable	Cuba	SECRET	1963-12-01	JWAVE	JWAVE	DIRECTOR	This cable discusses the potential exfiltration of AMFAUNA-25 from Cuba, in light of recent developments involving other AMFAUNA assets and the potential arrest of ANCUTLER-2. It proposes a plan to arrange a legal departure for AMFAUNA-25 under the guise of discussing Cuban insurance problems in London, involving Peter Minet of Minet Co London. The cable emphasizes the need for speed and coordination with SMOTH (likely a code name for an organization or individual) to ensure the success of the operation.
104-10075-10373	ITHWAVE 2395 OTIC ATHENA PETSOS COMMO	Message	Cuba	SECRET	1965	UMWAVE	C/SAS: 5	DIRECTOR	This document contains translated messages regarding potential recruits and intelligence gathering in Cuba, including biographical data, recommendations for action agents, and details about sabotage objectives and target locations.
104-10076-10000	Classified Message Regarding Agent ASG and Related Operations	Cable	Operations	SECRET	1963-12-03	CIA	JONAVE	DIRECTOR	This cable discusses an agent ASG's message regarding the retrieval of a pouch, the potential exfiltration of 'IMINA SILIO', and a pick-up from 'MANOLO (DIEGO)' in Mexico. It also includes information for the Director only, identifying individuals like EMILIO as EXILIO CARBO, TONY as ARCANOE-3, JUDE as ARRIPE-2, and MANOLO (DIEGO) as a relative of ASGIPE-1.
104-10076-10058	MADR (RFG DIR MEXI CITE WAVE 8525	Cable	Mexico	SECRET	1963-12-05	CIA	WAVE 8525	DOP, CI, CI/OPS, CI/OA, FI, SAS, VR	This document is a cable concerning individuals ODON (ALVAREZ) DE LA CAMPA, GILBERTO (LIWAY) RODRIGUEZ, (ALDO (VERA) SERAFIN), and (MANOLO (UZIEL).
104-10076-10116	Cable regarding shipment of envelopes to Copal Caples, Florida	Cable	Cuba	SECRET	2025	JMWAVE	JMWAVE	DIRECTOR	This document discusses the shipment of envelopes to a specific address in Copal Caples, Florida, and mentions difficulties in sending them through a classified pouch until December 13.
104-10076-10153	1104-10076-10153	Cable	John F. Kennedy Assassination Records Act	SECRET	1963-12-07		Unknown	DIA	This document discusses individuals PERGREN AMSTONE, THEMISTOCLES APOSPOROS, and GARCIA ROSELL. It includes references to DDP, CI, CI/CA, SAS 8, VR, and mentions a communication on 7 DEC 63 IN 75579, and DIA CITE WAVE 8542.
104-10076-10217	DIR CITE WAVE 8724	Cable	Cuba	SECRET	1963-12-09	JMWAVE	JMWAVE	DIRECTOR	This cable discusses the transfer of items through Enrique (Vicente Socorras) and the Japanese Embassy. It mentions the receipt of Magnum pistols without bullets and radios, requesting information on the radios' range and the filters for the pistols. It references RYBAT, ANTURVY, SAGTEL, WAVE 8724, WAVE 8694, and ANTURVY-1.
104-10076-10229	WAVE 8740: Agent Communication and Russian Ship Information	Cable	Cuba	SECRET	1963-12-09	JMWAVE	JMWAVE	DIRECTOR	This cable discusses planned communications with an agent, including sending supplies and money, and requests information on a Russian ship arriving in Havana.
104-10076-10277	DIR CITE WAVE 8883	Cable	Cuba	SECRET	1963-02-08	ACTION, C/SAS 5	DIR	INFO DOP, ADDP, RI/AN DUMMY, D/OC 2, VR	This document is a SECRET cable discussing individuals and operations related to Cuba, including names like OTTO, AQUILES, Doctor Jimenes (AURELIO MARTINEZ), JOSE CAMPOS PEREZ, and AGUILA. It mentions activities on LIBERTAD 12 and CAYO LEVISA, along with concerns about security and communication. The cable also refers to previous communications (WAVE 8699, WAVE 8780) and mentions NAV comments on individuals related to ANCLATTER-5 and KMARTINEZ.
104-10076-10295	BOUTING	Cable	Cuba	SECRET	1963-12-11	JWAVE	JWAVE	DIRECTOR	Cable discusses the sequestration of information regarding Carlos (Evans) Roman and Mariano Virgilio de la Caridad (Ramirez) Alarcon.
104-10076-10371	Travel of Soviets from Batabano to Isla de Pinos, Cargo Traffic Between Isla de Pinos and Batabano	Telegram	Cuba	SECRET	1963-12-12	CIA	UMWAVE	DOP, OOP, SOD 6, CA 2, CA/PEG, CA/PROP, CI/OPS, FI, FI/D, FI/INTI, SR 7, WH 7, DD/1, AD/CI 2, AD/NE, AD/RR 36/NR/	This telegram discusses the travel of Soviets from Batabano to Isla de Pinos, as well as cargo traffic between the two locations. It details specific instances of trucks and ferries being used to transport personnel and goods.
104-10076-10372	TRUCK TRAFFIC AND TUBE-LIKE OBJECTS SEEN ENTERING TORRENS BASE	Cable	Cuba	SECRET	1963-12-12	CIA	UMWAVE	DIRECTOR	Cable discusses truck traffic and tube-like objects seen entering Torrens base in Cuba between October 9 and November 7, 1963. Source reports trucks covered with canvas traveling towards Torrens, the former reformatory on the Wajay Highway southwest of Habana. Tube-like objects protruding from trucks observed on October 11.
104-10076-10374	ZAVE 9926 RYSST TYPIC YOBITE AMWORLD	Cable	Cuba	SECRET	1962-08-06	JMWAVE	JMWAVE	DIRECTOR	Cable discusses individuals and operations related to ANYUM in Cuba, including potential cut-outs for intelligence operations. Mentions individuals like MARIA TERESA (SACRE) ABIRAFHED, CARLOS (CUPANCA) GARCIA, DR FRANCISCO (RENE DE LA MUERTA) AQUIAR, and DR MARIO ENRIQUE (YAPTIVEZ) DELGADO.
104-10076-10375	ARRESTS AND MILITIA VIGILANCE IN THE NORTHERN COASTAL AREA	Cable	Cuba	SECRET	1963-12-12	CENTRAL INTELLIGENCE AGENCY	JMWAVE	DIRECTOR	Reports arrests and increased militia vigilance in the northern coastal area of Matanzas Province, Cuba, as of December 1963.
104-10076-10400	Classified Message Regarding Cuban Boat Armaments and Personnel	Cable	Cuba	SECRET	1963-12-12	CIA	UMWAVE	Director	This document discusses the potential arming of Cuban Komar and P-6 class boats and requests information on individuals and communication capabilities. It also mentions financial transactions and requests file checks on individuals.
104-10076-10416	Inquiry Regarding PCSA Validity After Name Change	Cable	Security	SECRET	1963-12-13		JAMINE	DIRECTOR	Cable regarding PCSA validity for subject Emma Harris (formerly Ora Ercuns), now known as Exma Harris Johnson. Asks for advice on whether the original PCSA is still valid and indicates that there should be no traces on the new name.
104-10076-10442	Request for POAS and Traces on Individuals in Cuba	Cable	Cuba	SECRET	1963-12-13	WAVE	JA/WAVE	DIRECTOR	This cable requests POAS (Proof of Activity/Source) and traces on several individuals in Cuba, including doctors, lawyers, and former officials, some with ties to the Cuban government. It also mentions a general staff officer in the Cuban army who fought with Fidel Castro.
104-10077-10067	Contract Renewal for Frank A. Johnson	Cable	Personnel	SECRET	1963-11-21	CIA	DIRECTOR	JHNAVE	This cable discusses the renewal of Frank A. Johnson's contract, which expired on October 28, 1963. It requests information regarding the original contract terms and headquarters payroll details.
104-10077-10076	FRANKFURT INFO WAVE	Cable	Administrative	UNCLASSIFIED	1963-11-21	CIA	DIRECTOR	FRAN INFO WAVE	Cable regarding missing HRE MISS (JOAN GRASSIE) package sent from Washington to Frankfurt via WAVE. Request to trace the package.
104-10077-10087	HQS REQUEST WELDRAKE'S COMMENTS ON SUBJ OF REP A	Cable	Operations	SECRET	1963-11-22	CIA	HQS	MADR	Cable discusses WELDRAKE's comments on a subject related to REP A, traces for ALFONSO ASELJON CONDES, and possible utilization by MADR station. Mentions contact with OAS Spain and offer of services to KUBARK.
104-10077-10112	104-10077-10112 2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992	Cable	Mexico	SECRET	1963-11-23	CIA	WH/S/Mexico	LOOP CI/OA, SAS 8, VR	Cable discusses traces of GARCIA and VALDES. Suggests MEXI Principal Agent Asset handle lead.
104-10077-10136	ODACID SENT OM-99 TO HEPINCH MEXI ON 3 SEPT 63 AUTHORIZING VISAS	Cable	Security	UNCLASSIFIED	1963-11-26	CIA	ODACID	HEPINCH	Cable regarding visa authorization for the wife and daughter of Alejandro Riera Arencibia, an FM asset, with a reference to coordination with the State Department.
104-10077-10153	DIR 85387: ZEPRIMA Program Review	Cable	Cuba	SECRET	1963-11-29	Director	Director	Various	This cable discusses the ZEPRIMA program, which aimed to recruit Cuban technicians from Western Europe. The review of the program showed it didn't achieve significant results due to the failure of Cuban technicians to recruit. It also addresses the recruitment process and the use of ZAPELLAS.
104-10077-10266	MR. JOSEPH F. PEARSON CLEARED FOR TYPE A CONTRACT EMPLOYMENT	Cable	Personnel	SECRET	1963-12-04		SAS/PERSONNEL	M. DIRECTOR	This cable discusses the clearance for Type A contract employment of Mr. Joseph F. Pearson.
104-10077-10285	MR. GREER P. HANVEY CLEARED PER REF REQUEST.	Cable	Personnel	SECRET	1963-12-05	SAS	SAS/PERSONNEL	DIRECTOR	Cable regarding clearance of Mr. Greer P. Hanvey and amendment to permit use of subject WAVE area as Maritime c/0.
104-10077-10296	ROSA DIR 78231 (MONT) 16-24 CITE CAR 87291	Cable	Operations	SECRET	1963-12-25	WE/UP	WAVE DIRECTOR	ROSA	Cable discussing recruitment of drug dips by WAVE, requests review of the scope and purpose. Mentions POA request for wives of dips and other potential ops.
104-10077-10356	TIMEDIATE WAVE	Cable	Operations	SECRET	1963-12-10	JMWAVE	C/SAS/MOR/FI	FORECTOR	This cable discusses caching and making dead drops in light of AMMEE-1 GEDER DSE surveillance and concerns regarding AMSTEE-2 and ANTAURA-147 KEYWAY.
104-10077-10369	DEPERCEN	Cable	Cuba	SECRET	1963-12-10		OR: LABUZZETTI/dk		Cable discusses identities of ODON ALVAREZ DELALA CAMPA, JOSE LUIS GONZALEZ GALLARRETTA, GILBERTO LIWAY RODRIGUES, and ROGELIO IGLESIAS PATINO.
104-10077-10382	DIR 86425: HIDALK/2 (MIGALE/2) Visit to JENTOMS	Cable	Operations	SECRET	1963-12-10	CIA	DIRECTOR	JEWAVE, MAVE	Cable regarding the planned visit of HIDALK/2 (MIGALE/2) to JENTOMS in February 1964. Discusses arrangements for the visit and related personal matters.
104-10078-10014	DIRECTOR CABLE RE TRAVEL TO SAO PAULO.	PAPER	JFK	SECRET	1963-12-14	CIA	DIRECTOR	JMWAVE	Director Cable regarding travel to Sao Paulo, concerned with briefing and training of BETIDE.
104-10078-10020	Requested PCSA/CSA for Frank M. VARREN, Jr., Sea Dads Industries, Miami to backstop WAVE cover corp.	Cable	Security	CLASSIFIED	1963-12-16	CIA	DIRECTOR	JHAVE	This cable discusses a Personnel Security Clearance Approval (PCSA) granted for Frank M. VARREN, Jr. of Sea Dads Industries, Miami to support WAVE cover corporation.
104-10079-10391	HANDWRITTEN LIST ENTITLED "ASSETS KNOWN".	PAPER	JFK	UNCLASSIFIED	1900-01-01	CIA			This document is a handwritten list entitled 'ASSETS KNOWN'. It is a two-page document that has been released in part, with deletions.
